ssbid_5000m,pop_tot,pop_mal,pop_fem,pop_ave2,geom_wkt
21950006670000,110,56,54,44.4,"MULTIPOLYGON(((9.518854971066384 60.05327648301035,9.511412039298245 60.09796663574398,9.600918908340777 60.10165896315536,9.608241911827418 60.05696218793319,9.518854971066384 60.05327648301035)))"
22050006670000,25,12,13,51.3,"MULTIPOLYGON(((9.697651908721545 60.06058759265966,9.69044893591513 60.10529088346989,9.780001748165983 60.10886236576415,9.787084589510203 60.06415266639283,9.697651908721545 60.06058759265966)))"
22100006670000,108,67,41,40.7,"MULTIPOLYGON(((9.787084589510203 60.06415266639283,9.780001748165983 60.10886236576415,9.869576970636222 60.11237337961512,9.876539581357475 60.06765737883414,9.787084589510203 60.06415266639283)))"
22250006670000,1637,843,794,41.6,"MULTIPOLYGON(((10.055515003953603 60.074485601144595,10.048793145454036 60.11921388280266,10.138433345963424 60.12254331380365,10.14503468612824 60.07780905291709,10.055515003953603 60.074485601144595)))"
22300006670000,858,457,401,41.6,"MULTIPOLYGON(((10.14503468612824 60.07780905291709,10.138433345963424 60.12254331380365,10.22809445303486 60.125812159692,10.234575182231948 60.081072027206254,10.14503468612824 60.07780905291709)))"
22350006670000,2405,1216,1189,39.2,"MULTIPOLYGON(((10.234575182231948 60.081072027206254,10.22809445303486 60.125812159692,10.317776089344365 60.12902039256073,10.324136116583107 60.08427449621953,10.234575182231948 60.081072027206254)))"
22400006670000,361,194,167,45.7,"MULTIPOLYGON(((10.324136116583107 60.08427449621953,10.317776089344365 60.12902039256073,10.40747787702326 60.132167985008785,10.413717112959427 60.087416432668284,10.324136116583107 60.08427449621953)))"
22450006670000,2,2,0,0,"MULTIPOLYGON(((10.413717112959427 60.087416432668284,10.40747787702326 60.132167985008785,10.497199437667817 60.13525491014193,10.503317794607522 60.090497809768635,10.413717112959427 60.087416432668284)))"
22550006670000,7,5,2,49.3,"MULTIPOLYGON(((10.59293778425252 60.09351860124238,10.586940392348938 60.1382811415736,10.67670036162186 60.141246653425775,10.682576704107708 60.09647878131773,10.59293778425252 60.09351860124238)))"
22600006670000,1,1,0,0,"MULTIPOLYGON(((10.682576704107708 60.09647878131773,10.67670036162186 60.141246653425775,10.766478965535908 60.14415142032978,10.772234175884215 60.09937832473028,10.682576704107708 60.09647878131773)))"
22650006670000,3183,1594,1589,39.7,"MULTIPOLYGON(((10.772234175884215 60.09937832473028,10.766478965535908 60.14415142032978,10.856275823644289 60.14699541742708,10.861909820800708 60.102217206723665,10.772234175884215 60.09937832473028)))"
22700006670000,825,397,428,42.1,"MULTIPOLYGON(((10.861909820800708 60.102217206723665,10.856275823644289 60.14699541742708,10.946090555013887 60.14977862037013,10.951603259593155 60.104995403050445,10.861909820800708 60.102217206723665)))"
22750006670000,2016,1025,991,34.8,"MULTIPOLYGON(((10.951603259593155 60.104995403050445,10.946090555013887 60.14977862037013,11.03592277823513 60.15250100532312,11.041314112524589 60.10771288997284,10.951603259593155 60.104995403050445)))"
22800006670000,1402,753,649,38.9,"MULTIPOLYGON(((11.041314112524589 60.10771288997284,11.03592277823513 60.15250100532312,11.12577211143185 60.15516254896271,11.131041999394911 60.1103696442635,11.041314112524589 60.10771288997284)))"
22850006670000,19784,9969,9815,38.6,"MULTIPOLYGON(((11.131041999394911 60.1103696442635,11.12577211143185 60.15516254896271,11.215638172271207 60.15776322847892,11.22078653955075 60.11296564320628,11.131041999394911 60.1103696442635)))"
22900006670000,3106,1611,1495,35.3,"MULTIPOLYGON(((11.22078653955075 60.11296564320628,11.215638172271207 60.15776322847892,11.305520577973622 60.16030302157565,11.310547351895298 60.11550086459694,11.22078653955075 60.11296564320628)))"
22950006670000,3094,1584,1510,33.8,"MULTIPOLYGON(((11.310547351895298 60.11550086459694,11.305520577973622 60.16030302157565,11.395418945322758 60.162781906471544,11.40032405489824 60.11797528674384,11.310547351895298 60.11550086459694)))"
23000006670000,3418,1652,1766,46.1,"MULTIPOLYGON(((11.40032405489824 60.11797528674384,11.395418945322758 60.162781906471544,11.485332890675501 60.16519986190071,11.490116266605659 60.120388888468646,11.40032405489824 60.11797528674384)))"
23050006670000,551,282,269,44.1,"MULTIPOLYGON(((11.490116266605659 60.120388888468646,11.485332890675501 60.16519986190071,11.575262029972 60.16755686711329,11.579923604649993 60.12274164910706,11.490116266605659 60.120388888468646)))"
23100006670000,138,66,72,41.4,"MULTIPOLYGON(((11.579923604649993 60.12274164910706,11.575262029972 60.16755686711329,11.665205978745735 60.16985290187619,11.669745686260033 60.12503354850941,11.579923604649993 60.12274164910706)))"
23150006670000,8,5,3,62.9,"MULTIPOLYGON(((11.669745686260033 60.12503354850941,11.665205978745735 60.16985290187619,11.755164352133566 60.17208794647375,11.759582128270909 60.12726456704131,11.669745686260033 60.12503354850941)))"
23250006670000,23,15,8,34.5,"MULTIPOLYGON(((11.84943254713414 60.1294346855844,11.845136764885876 60.17426198170839,11.93512283137669 60.1763749889012,11.939296558927696 60.13154388553682,11.84943254713414 60.1294346855844)))"
23300006670000,460,223,237,40,"MULTIPOLYGON(((11.939296558927696 60.13154388553682,11.93512283137669 60.1763749889012,12.025122165613839 60.17842694989247,12.029173779366076 60.13359214881383,11.939296558927696 60.13154388553682)))"
23350006670000,1628,788,840,42.7,"MULTIPOLYGON(((12.029173779366076 60.13359214881383,12.025122165613839 60.17842694989247,12.115134381249145 60.18041784704248,12.11906382381042 60.13557945784853,12.029173779366076 60.13359214881383)))"
23400006670000,19,9,10,52.4,"MULTIPOLYGON(((12.11906382381042 60.13557945784853,12.115134381249145 60.18041784704248,12.205159091588627 60.18234766323181,12.208966307278649 60.1375057955922,12.11906382381042 60.13557945784853)))"
23450006670000,33,18,15,51,"MULTIPOLYGON(((12.208966307278649 60.1375057955922,12.205159091588627 60.18234766323181,12.295195909602745 60.184216381862115,12.298880844455615 60.13937114551504,12.208966307278649 60.1375057955922)))"
23500006670000,65,32,33,47.2,"MULTIPOLYGON(((12.298880844455615 60.13937114551504,12.295195909602745 60.184216381862115,12.385244447936635 60.186023986856576,12.38880704970328 60.14117549160669,12.298880844455615 60.13937114551504)))"
23550006670000,14,9,5,44.7,"MULTIPOLYGON(((12.38880704970328 60.14117549160669,12.385244447936635 60.186023986856576,12.47530431892041 60.1877704626604,12.478744537070925 60.14291881837659,12.38880704970328 60.14117549160669)))"
19450006675000,56,27,29,47.7,"MULTIPOLYGON(((5.073653164403954 59.837157664188744,5.060337388336271 59.88138165300633,5.148338779337888 59.88805597395778,5.161541360422321 59.8438201897978,5.073653164403954 59.837157664188744)))"
19500006675000,198,108,90,44.5,"MULTIPOLYGON(((5.161541360422321 59.8438201897978,5.148338779337888 59.88805597395778,5.236381236512537 59.894671947947046,5.249470445363326 59.85042446689479,5.161541360422321 59.8438201897978)))"
19550006675000,434,230,204,41.6,"MULTIPOLYGON(((5.249470445363326 59.85042446689479,5.236381236512537 59.894671947947046,5.324464425764846 59.901229520359585,5.337440086458099 59.85697044108165,5.249470445363326 59.85042446689479)))"
19600006675000,280,130,150,42.2,"MULTIPOLYGON(((5.337440086458099 59.85697044108165,5.324464425764846 59.901229520359585,5.412588011980286 59.90772863701699,5.425449949925846 59.86345805839482,5.337440086458099 59.85697044108165)))"
19650006675000,11,5,6,51.7,"MULTIPOLYGON(((5.425449949925846 59.86345805839482,5.412588011980286 59.90772863701699,5.500751659032064 59.91416924417856,5.513499700980703 59.869887265306986,5.425449949925846 59.86345805839482)))"
19700006675000,51,27,24,44.5,"MULTIPOLYGON(((5.513499700980703 59.869887265306986,5.500751659032064 59.91416924417856,5.58895502978809 59.92055128854299,5.601589003838663 59.87625800872861,5.513499700980703 59.869887265306986)))"
19750006675000,25,14,11,57.3,"MULTIPOLYGON(((5.601589003838663 59.87625800872861,5.58895502978809 59.92055128854299,5.677197786117982 59.92687471724988,5.68971752172454 59.882570236009514,5.601589003838663 59.87625800872861)))"
19800006675000,44,22,22,44.6,"MULTIPOLYGON(((5.68971752172454 59.882570236009514,5.677197786117982 59.92687471724988,5.765479588900157 59.93313947788141,5.77788491687902 59.88882389494046,5.68971752172454 59.882570236009514)))"
19850006675000,740,388,352,41.3,"MULTIPOLYGON(((5.77788491687902 59.88882389494046,5.765479588900157 59.93313947788141,5.853800098028974 59.939345518463874,5.86609085056574 59.89501893375475,5.77788491687902 59.88882389494046)))"
19900006675000,615,316,299,42.9,"MULTIPOLYGON(((5.86609085056574 59.89501893375475,5.853800098028974 59.939345518463874,5.94215897242193 59.945492787469256,5.954334983078468 59.901155301129776,5.86609085056574 59.89501893375475)))"
19950006675000,404,214,190,37.5,"MULTIPOLYGON(((5.954334983078468 59.901155301129776,5.94215897242193 59.945492787469256,6.030555870026928 59.9515812338168,6.042616973748299 59.907232946188564,5.954334983078468 59.901155301129776)))"
20300006675000,66,35,31,50.4,"MULTIPOLYGON(((6.573084742157558 59.9424628553244,6.561716467880038 59.98687383230664,6.650369870616495 59.99254912767956,6.661622121876373 59.948128057367285,6.573084742157558 59.9424628553244)))"
20350006675000,4,3,1,0,"MULTIPOLYGON(((6.661622121876373 59.948128057367285,6.650369870616495 59.99254912767956,6.73905852613351 59.99816520803302,6.750194600630331 59.95373414630299,6.661622121876373 59.948128057367285)))"
21000006675000,2,1,1,0,"MULTIPOLYGON(((7.815674162608067 60.01637982027387,7.805943669640927 60.06092276290778,7.895058403765074 60.06576494182208,7.904670854928011 60.021213349167496,7.815674162608067 60.01637982027387)))"
21450006675000,5,3,2,40.2,"MULTIPOLYGON(((8.61769886736161 60.057728130200694,8.609035408404964 60.10234515130614,8.698409452155758 60.106647444273875,8.706953728090033 60.06202271843478,8.61769886736161 60.057728130200694)))"
21500006675000,43,24,19,48.8,"MULTIPOLYGON(((8.706953728090033 60.06202271843478,8.698409452155758 60.106647444273875,8.787810476860708 60.11088956087469,8.79623545076199 60.06625723610265,8.706953728090033 60.06202271843478)))"
21550006675000,4,3,1,0,"MULTIPOLYGON(((8.79623545076199 60.06625723610265,8.787810476860708 60.11088956087469,8.877238113613688 60.11507146509121,8.88554366804912 60.07043164733373,8.79623545076199 60.06625723610265)))"
21650006675000,17,11,6,62.5,"MULTIPOLYGON(((8.974878011929343 60.074545916747276,8.96669199280973 60.119193121397856,9.05617174415408 60.12325449476199,9.064238113695867 60.07860000945365,8.974878011929343 60.074545916747276)))"
21700006675000,44,21,23,51.4,"MULTIPOLYGON(((9.064238113695867 60.07860000945365,9.05617174415408 60.12325449476199,9.145676996671314 60.12725555064502,9.153623603966228 60.08259389105517,9.064238113695867 60.07860000945365)))"
21850006675000,3,3,0,0,"MULTIPOLYGON(((9.33246926916479 60.09040088582013,9.324762517974312 60.13507657428992,9.414342041488437 60.13889647545455,9.421928702031696 60.09421393265852,9.33246926916479 60.09040088582013)))"
21900006675000,241,136,105,44.4,"MULTIPOLYGON(((9.421928702031696 60.09421393265852,9.414342041488437 60.13889647545455,9.503945575650697 60.1426559259456,9.511412039298245 60.09796663574398,9.421928702031696 60.09421393265852)))"
21950006675000,5,4,1,60.2,"MULTIPOLYGON(((9.511412039298245 60.09796663574398,9.503945575650697 60.1426559259456,9.593572746220447 60.14635489371072,9.600918908340777 60.10165896315536,9.511412039298245 60.09796663574398)))"
22000006675000,8,5,3,43.4,"MULTIPOLYGON(((9.600918908340777 60.10165896315536,9.593572746220447 60.14635489371072,9.683223178331922 60.149993347197956,9.69044893591513 60.10529088346989,9.600918908340777 60.10165896315536)))"
22050006675000,469,229,240,42.1,"MULTIPOLYGON(((9.69044893591513 60.10529088346989,9.683223178331922 60.149993347197956,9.772896496503657 60.15357125535672,9.780001748165983 60.10886236576415,9.69044893591513 60.10529088346989)))"
22100006675000,487,253,234,43.7,"MULTIPOLYGON(((9.780001748165983 60.10886236576415,9.772896496503657 60.15357125535672,9.862592324647917 60.157088587638825,9.869576970636222 60.11237337961512,9.780001748165983 60.10886236576415)))"
22300006675000,650,333,317,43.3,"MULTIPOLYGON(((10.138433345963424 60.12254331380365,10.131811099144178 60.1672768312986,10.221593194508921 60.17055156467283,10.22809445303486 60.125812159692,10.138433345963424 60.12254331380365)))"
22350006675000,8592,4281,4311,43.1,"MULTIPOLYGON(((10.22809445303486 60.125812159692,10.221593194508921 60.17055156467283,10.311395910647054 60.17376557699834,10.317776089344365 60.12902039256073,10.22809445303486 60.125812159692)))"
22400006675000,1518,777,741,39.7,"MULTIPOLYGON(((10.317776089344365 60.12902039256073,10.311395910647054 60.17376557699834,10.401218868033865 60.176918840761026,10.40747787702326 60.132167985008785,10.317776089344365 60.12902039256073)))"
22600006675000,62,38,24,44.5,"MULTIPOLYGON(((10.67670036162186 60.141246653425775,10.670805384412189 60.18601387316917,10.760705500912218 60.1889238777297,10.766478965535908 60.14415142032978,10.67670036162186 60.141246653425775)))"
22650006675000,2,2,0,0,"MULTIPOLYGON(((10.766478965535908 60.14415142032978,10.760705500912218 60.1889238777297,10.850623953147236 60.191773003806915,10.856275823644289 60.14699541742708,10.766478965535908 60.14415142032978)))"
22750006675000,1956,1037,919,35.9,"MULTIPOLYGON(((10.946090555013887 60.14977862037013,10.940560358505216 60.194561226952594,11.030514333894084 60.197288523232324,11.03592277823513 60.15250100532312,10.946090555013887 60.14977862037013)))"
22800006675000,983,558,425,38.5,"MULTIPOLYGON(((11.03592277823513 60.15250100532312,11.030514333894084 60.197288523232324,11.120485495751696 60.19995486922629,11.12577211143185 60.15516254896271,11.03592277823513 60.15250100532312)))"
22850006675000,3748,1933,1815,36.1,"MULTIPOLYGON(((11.12577211143185 60.15516254896271,11.120485495751696 60.19995486922629,11.210473460055809 60.202560242029975,11.215638172271207 60.15776322847892,11.12577211143185 60.15516254896271)))"
22900006675000,1880,933,947,38.6,"MULTIPOLYGON(((11.215638172271207 60.15776322847892,11.210473460055809 60.202560242029975,11.300477842334104 60.205104619255025,11.305520577973622 60.16030302157565,11.215638172271207 60.15776322847892)))"
22950006675000,339,177,162,43.1,"MULTIPOLYGON(((11.305520577973622 60.16030302157565,11.300477842334104 60.205104619255025,11.390498257674212 60.20758797902985,11.395418945322758 60.162781906471544,11.305520577973622 60.16030302157565)))"
23000006675000,630,334,296,43.9,"MULTIPOLYGON(((11.395418945322758 60.162781906471544,11.390498257674212 60.20758797902985,11.4805343207338 60.210010300000384,11.485332890675501 60.16519986190071,11.395418945322758 60.162781906471544)))"
23050006675000,1543,799,744,39.6,"MULTIPOLYGON(((11.485332890675501 60.16519986190071,11.4805343207338 60.210010300000384,11.57058564575068 60.21237156133081,11.575262029972 60.16755686711329,11.485332890675501 60.16519986190071)))"
23100006675000,633,335,298,45.3,"MULTIPOLYGON(((11.575262029972 60.16755686711329,11.57058564575068 60.21237156133081,11.660651846552923 60.21467174270414,11.665205978745735 60.16985290187619,11.575262029972 60.16755686711329)))"
23150006675000,115,64,51,47.1,"MULTIPOLYGON(((11.665205978745735 60.16985290187619,11.660651846552923 60.21467174270414,11.75073253656902 60.21691082432291,11.755164352133566 60.17208794647375,11.665205978745735 60.16985290187619)))"
23200006675000,96,55,41,38.4,"MULTIPOLYGON(((11.755164352133566 60.17208794647375,11.75073253656902 60.21691082432291,11.840827328838078 60.2190887869099,11.845136764885876 60.17426198170839,11.755164352133566 60.17208794647375)))"
23250006675000,695,369,326,43.7,"MULTIPOLYGON(((11.845136764885876 60.17426198170839,11.840827328838078 60.2190887869099,11.930935836020016 60.22120561170867,11.93512283137669 60.1763749889012,11.845136764885876 60.17426198170839)))"
23300006675000,9884,4740,5144,44.7,"MULTIPOLYGON(((11.93512283137669 60.1763749889012,11.930935836020016 60.22120561170867,12.021057670405813 60.22326128048416,12.025122165613839 60.17842694989247,11.93512283137669 60.1763749889012)))"
23350006675000,1051,501,550,44.4,"MULTIPOLYGON(((12.025122165613839 60.17842694989247,12.021057670405813 60.22326128048416,12.111192443927761 60.22525577552334,12.115134381249145 60.18041784704248,12.025122165613839 60.17842694989247)))"
23400006675000,18,10,8,35.1,"MULTIPOLYGON(((12.115134381249145 60.18041784704248,12.111192443927761 60.22525577552334,12.201339768169754 60.22718907963573,12.205159091588627 60.18234766323181,12.115134381249145 60.18041784704248)))"
23450006675000,7,5,2,52.7,"MULTIPOLYGON(((12.205159091588627 60.18234766323181,12.201339768169754 60.22718907963573,12.291499254377593 60.22906117615405,12.295195909602745 60.184216381862115,12.205159091588627 60.18234766323181)))"
23500006675000,34,19,15,56.9,"MULTIPOLYGON(((12.295195909602745 60.184216381862115,12.291499254377593 60.22906117615405,12.38167051346932 60.230872048934636,12.385244447936635 60.186023986856576,12.295195909602745 60.184216381862115)))"
23550006675000,19,11,8,40.6,"MULTIPOLYGON(((12.385244447936635 60.186023986856576,12.38167051346932 60.230872048934636,12.471853156045576 60.23262168235804,12.47530431892041 60.1877704626604,12.385244447936635 60.186023986856576)))"
23600006675000,1,1,0,0,"MULTIPOLYGON(((12.47530431892041 60.1877704626604,12.471853156045576 60.23262168235804,12.562046792399958 60.23431006132953,12.565375134579435 60.189455794241354,12.47530431892041 60.1877704626604)))"
19450006680000,85,50,35,56.1,"MULTIPOLYGON(((5.060337388336271 59.88138165300633,5.04698021285405 59.92560353968809,5.135095131909419 59.932289686860905,5.148338779337888 59.88805597395778,5.060337388336271 59.88138165300633)))"
19500006680000,1,1,0,0,"MULTIPOLYGON(((5.148338779337888 59.88805597395778,5.135095131909419 59.932289686860905,5.22325129541422 59.93891738838867,5.236381236512537 59.894671947947046,5.148338779337888 59.88805597395778)))"
19550006680000,918,486,432,40.1,"MULTIPOLYGON(((5.236381236512537 59.894671947947046,5.22325129541422 59.93891738838867,5.311448367939742 59.94548658943922,5.324464425764846 59.901229520359585,5.236381236512537 59.894671947947046)))"
19600006680000,1061,542,519,40.2,"MULTIPOLYGON(((5.324464425764846 59.901229520359585,5.311448367939742 59.94548658943922,5.399686013030832 59.951997235618016,5.412588011980286 59.90772863701699,5.324464425764846 59.901229520359585)))"
19650006680000,144,77,67,47.2,"MULTIPOLYGON(((5.412588011980286 59.90772863701699,5.399686013030832 59.951997235618016,5.487963893212796 59.95844927296992,5.500751659032064 59.91416924417856,5.412588011980286 59.90772863701699)))"
19700006680000,106,54,52,48.3,"MULTIPOLYGON(((5.500751659032064 59.91416924417856,5.487963893212796 59.95844927296992,5.576281669998446 59.964842647980575,5.58895502978809 59.92055128854299,5.500751659032064 59.91416924417856)))"
19750006680000,243,129,114,42.7,"MULTIPOLYGON(((5.58895502978809 59.92055128854299,5.576281669998446 59.964842647980575,5.664639003895118 59.971177307578294,5.677197786117982 59.92687471724988,5.58895502978809 59.92055128854299)))"
19850006680000,5,4,1,43,"MULTIPOLYGON(((5.765479588900157 59.93313947788141,5.753035554411834 59.97745319913548,5.84147098006646 59.98367027047026,5.853800098028974 59.939345518463874,5.765479588900157 59.93313947788141)))"
19900006680000,259,134,125,42.3,"MULTIPOLYGON(((5.853800098028974 59.939345518463874,5.84147098006646 59.98367027047026,5.929944938392969 59.989828469848064,5.94215897242193 59.945492787469256,5.853800098028974 59.939345518463874)))"
19950006680000,1489,728,761,45.6,"MULTIPOLYGON(((5.94215897242193 59.945492787469256,5.929944938392969 59.989828469848064,6.018457085948743 59.99592774598327,6.030555870026928 59.9515812338168,5.94215897242193 59.945492787469256)))"
20000006680000,68,36,32,46.7,"MULTIPOLYGON(((6.030555870026928 59.9515812338168,6.018457085948743 59.99592774598327,6.107007078321942 60.00196804804063,6.118990447829589 59.95761080687455,6.030555870026928 59.9515812338168)))"
20250006680000,52,25,27,37,"MULTIPOLYGON(((6.473098667464537 59.98113936936225,6.461578574246905 60.02553851463878,6.550312591129988 60.03128319965159,6.561716467880038 59.98687383230664,6.473098667464537 59.98113936936225)))"
20300006680000,66,30,36,40.9,"MULTIPOLYGON(((6.561716467880038 59.98687383230664,6.550312591129988 60.03128319965159,6.639082366425795 60.03696861512023,6.650369870616495 59.99254912767956,6.561716467880038 59.98687383230664)))"
21350006680000,3,1,2,0,"MULTIPOLYGON(((8.430369735842051 60.093560182791585,8.421440190645628 60.138160375812525,8.510878475655963 60.14259084865318,8.519688713806588 60.097982718479514,8.430369735842051 60.093560182791585)))"
21450006680000,66,35,31,47.4,"MULTIPOLYGON(((8.609035408404964 60.10234515130614,8.600344600176426 60.146961112858996,8.689838195149347 60.15127113128091,8.698409452155758 60.106647444273875,8.609035408404964 60.10234515130614)))"
21500006680000,42,22,20,50.9,"MULTIPOLYGON(((8.698409452155758 60.106647444273875,8.689838195149347 60.15127113128091,8.779358890794917 60.15552086726133,8.787810476860708 60.11088956087469,8.698409452155758 60.106647444273875)))"
21600006680000,2,1,1,0,"MULTIPOLYGON(((8.877238113613688 60.11507146509121,8.86890631662023 60.15971028463524,8.95848010142836 60.16383934773139,8.96669199280973 60.119193121397856,8.877238113613688 60.11507146509121)))"
21650006680000,142,74,68,46.8,"MULTIPOLYGON(((8.96669199280973 60.119193121397856,8.95848010142836 60.16383934773139,9.048079873327485 60.167908021373414,9.05617174415408 60.12325449476199,8.96669199280973 60.119193121397856)))"
21700006680000,3,2,1,0,"MULTIPOLYGON(((9.05617174415408 60.12325449476199,9.048079873327485 60.167908021373414,9.137705259740075 60.17191627088087,9.145676996671314 60.12725555064502,9.05617174415408 60.12325449476199)))"
21850006680000,95,47,48,40.8,"MULTIPOLYGON(((9.324762517974312 60.13507657428992,9.317031382422229 60.179751361257026,9.406731370191295 60.18357813525471,9.414342041488437 60.13889647545455,9.324762517974312 60.13507657428992)))"
21900006680000,154,76,78,44,"MULTIPOLYGON(((9.414342041488437 60.13889647545455,9.406731370191295 60.18357813525471,9.496455475491477 60.187344351377874,9.503945575650697 60.1426559259456,9.414342041488437 60.13889647545455)))"
21950006680000,50,31,19,47.7,"MULTIPOLYGON(((9.503945575650697 60.1426559259456,9.496455475491477 60.187344351377874,9.58620332245577 60.191049977442276,9.593572746220447 60.14635489371072,9.503945575650697 60.1426559259456)))"
22000006680000,656,307,349,43.6,"MULTIPOLYGON(((9.593572746220447 60.14635489371072,9.58620332245577 60.191049977442276,9.67597453458741 60.194694981766006,9.683223178331922 60.149993347197956,9.593572746220447 60.14635489371072)))"
22050006680000,101,56,45,40.3,"MULTIPOLYGON(((9.683223178331922 60.149993347197956,9.67597453458741 60.194694981766006,9.765768734769331 60.19827933317063,9.772896496503657 60.15357125535672,9.683223178331922 60.149993347197956)))"
22200006680000,44,22,22,37.1,"MULTIPOLYGON(((9.952310286080204 60.16054531399935,9.945424587771479 60.20526595503122,10.035285483341974 60.20866816565601,10.042050003528766 60.16394140489771,9.952310286080204 60.16054531399935)))"
22250006680000,311,159,152,39.7,"MULTIPOLYGON(((10.042050003528766 60.16394140489771,10.035285483341974 60.20866816565601,10.125167852482518 60.21200960370116,10.131811099144178 60.1672768312986,10.042050003528766 60.16394140489771)))"
22300006680000,2814,1360,1454,44,"MULTIPOLYGON(((10.131811099144178 60.1672768312986,10.125167852482518 60.21200960370116,10.215071315118129 60.215290240519664,10.221593194508921 60.17055156467283,10.131811099144178 60.1672768312986)))"
22350006680000,7391,3610,3781,42.4,"MULTIPOLYGON(((10.221593194508921 60.17055156467283,10.215071315118129 60.215290240519664,10.304995490611219 60.21851004797371,10.311395910647054 60.17376557699834,10.221593194508921 60.17055156467283)))"
22400006680000,2346,1149,1197,42.8,"MULTIPOLYGON(((10.311395910647054 60.17376557699834,10.304995490611219 60.21851004797371,10.394939997771328 60.22166899843551,10.401218868033865 60.176918840761026,10.311395910647054 60.17376557699834)))"
22600006680000,2787,1365,1422,41.8,"MULTIPOLYGON(((10.670805384412189 60.18601387316917,10.664891689262133 60.23078043925844,10.754913700471874 60.23369569570462,10.760705500912218 60.1889238777297,10.670805384412189 60.18601387316917)))"
22700006680000,18,11,7,48.9,"MULTIPOLYGON(((10.850623953147236 60.191773003806915,10.844954129447224 60.23654996470058,10.935012591887302 60.23934322169679,10.940560358505216 60.194561226952594,10.850623953147236 60.191773003806915)))"
22750006680000,3241,1694,1547,39.9,"MULTIPOLYGON(((10.940560358505216 60.194561226952594,10.935012591887302 60.23934322169679,11.025088703007606 60.24207544265964,11.030514333894084 60.197288523232324,10.940560358505216 60.194561226952594)))"
22800006680000,1498,805,693,41,"MULTIPOLYGON(((11.030514333894084 60.197288523232324,11.025088703007606 60.24207544265964,11.115182077550024 60.24474660407226,11.120485495751696 60.19995486922629,11.030514333894084 60.197288523232324)))"
22850006680000,2249,1167,1082,35.3,"MULTIPOLYGON(((11.120485495751696 60.19995486922629,11.115182077550024 60.24474660407226,11.205292329792895 60.247356682935184,11.210473460055809 60.202560242029975,11.120485495751696 60.19995486922629)))"
22900006680000,672,361,311,36,"MULTIPOLYGON(((11.210473460055809 60.202560242029975,11.205292329792895 60.247356682935184,11.295419073561108 60.24990565676715,11.300477842334104 60.205104619255025,11.210473460055809 60.202560242029975)))"
22950006680000,1398,730,668,39.1,"MULTIPOLYGON(((11.300477842334104 60.205104619255025,11.295419073561108 60.24990565676715,11.385561922236201 60.25239350360584,11.390498257674212 60.20758797902985,11.300477842334104 60.205104619255025)))"
23000006680000,737,377,360,43.2,"MULTIPOLYGON(((11.390498257674212 60.20758797902985,11.385561922236201 60.25239350360584,11.475720488766523 60.254820202008574,11.4805343207338 60.210010300000384,11.390498257674212 60.20758797902985)))"
23050006680000,919,468,451,42.4,"MULTIPOLYGON(((11.4805343207338 60.210010300000384,11.475720488766523 60.254820202008574,11.565894385677401 60.25718573105294,11.57058564575068 60.21237156133081,11.4805343207338 60.210010300000384)))"
23100006680000,741,371,370,43.9,"MULTIPOLYGON(((11.57058564575068 60.21237156133081,11.565894385677401 60.25718573105294,11.656083225081353 60.25949007033765,11.660651846552923 60.21467174270414,11.57058564575068 60.21237156133081)))"
23150006680000,3054,1496,1558,44.6,"MULTIPOLYGON(((11.660651846552923 60.21467174270414,11.656083225081353 60.25949007033765,11.746286618688314 60.26173319998297,11.75073253656902 60.21691082432291,11.660651846552923 60.21467174270414)))"
23200006680000,925,465,460,43.1,"MULTIPOLYGON(((11.75073253656902 60.21691082432291,11.746286618688314 60.26173319998297,11.836504177815902 60.26391510063157,11.840827328838078 60.2190887869099,11.75073253656902 60.21691082432291)))"
23250006680000,312,169,143,46,"MULTIPOLYGON(((11.840827328838078 60.2190887869099,11.836504177815902 60.26391510063157,11.9267355133997 60.26603575344902,11.930935836020016 60.22120561170867,11.840827328838078 60.2190887869099)))"
23300006680000,39,26,13,56,"MULTIPOLYGON(((11.930935836020016 60.22120561170867,11.9267355133997 60.26603575344902,12.016980236003567 60.268095140124444,12.021057670405813 60.22326128048416,11.930935836020016 60.22120561170867)))"
23350006680000,1155,583,572,45.1,"MULTIPOLYGON(((12.021057670405813 60.22326128048416,12.016980236003567 60.268095140124444,12.107237955829987 60.270093242871155,12.111192443927761 60.22525577552334,12.021057670405813 60.22326128048416)))"
23400006680000,145,82,63,45.3,"MULTIPOLYGON(((12.111192443927761 60.22525577552334,12.107237955829987 60.270093242871155,12.197508282730407 60.272030044427176,12.201339768169754 60.22718907963573,12.111192443927761 60.22525577552334)))"
23450006680000,5,3,2,63.2,"MULTIPOLYGON(((12.201339768169754 60.22718907963573,12.197508282730407 60.272030044427176,12.28779082621565 60.27390552805583,12.291499254377593 60.22906117615405,12.201339768169754 60.22718907963573)))"
23500006680000,1,0,1,0,"MULTIPOLYGON(((12.291499254377593 60.22906117615405,12.28779082621565 60.27390552805583,12.378085195466307 60.275719677546235,12.38167051346932 60.230872048934636,12.291499254377593 60.22906117615405)))"
23550006680000,51,28,23,45.3,"MULTIPOLYGON(((12.38167051346932 60.230872048934636,12.378085195466307 60.275719677546235,12.468390999343166 60.27747247721398,12.471853156045576 60.23262168235804,12.38167051346932 60.230872048934636)))"
