ssbid_5000m,pop_tot,pop_mal,pop_fem,pop_ave2,geom_wkt
26900007760000,13,8,5,53,"MULTIPOLYGON(((19.953391312543246 69.87812743488243,19.963973604467427 69.92279616831797,20.09396568102909 69.91910471356154,20.08310914924691 69.87444486047006,19.953391312543246 69.87812743488243)))"
26950007760000,269,144,125,48.6,"MULTIPOLYGON(((20.08310914924691 69.87444486047006,20.09396568102909 69.91910471356154,20.22390829321487 69.91531820118213,20.212777848625088 69.87066745386753,20.08310914924691 69.87444486047006)))"
27150007760000,11,5,6,53.9,"MULTIPOLYGON(((20.6014769321368 69.8587668736842,20.61342707353935 69.90338895508442,20.743159573390365 69.89922285662527,20.730936906523798 69.85461077867357,20.6014769321368 69.8587668736842)))"
27200007760000,47,19,28,44,"MULTIPOLYGON(((20.730936906523798 69.85461077867357,20.743159573390365 69.89922285662527,20.872836496833397 69.89496203036673,20.860341670956043 69.85036017922015,20.730936906523798 69.85461077867357)))"
27250007760000,19,10,9,61.7,"MULTIPOLYGON(((20.860341670956043 69.85036017922015,20.872836496833397 69.89496203036673,21.00245663092805 69.89060654682727,20.989690020270366 69.84601514539952,20.860341670956043 69.85036017922015)))"
27300007760000,57,29,28,37.4,"MULTIPOLYGON(((20.989690020270366 69.84601514539952,21.00245663092805 69.89060654682727,21.132018766045313 69.88615647803208,21.11898075257884 69.84157574878473,20.989690020270366 69.84601514539952)))"
27350007760000,146,78,68,43.4,"MULTIPOLYGON(((21.11898075257884 69.84157574878473,21.132018766045313 69.88615647803208,21.26152169593341 69.88161189750767,21.24821266933405 69.83704206244127,21.11898075257884 69.84157574878473)))"
27450007760000,21,14,7,62,"MULTIPOLYGON(((21.377384575393823 69.83241416092189,21.390964217783285 69.87697288027695,21.520345132293524 69.87223950285383,21.50649527908553 69.8276921202614,21.377384575393823 69.83241416092189)))"
27600007760000,63,34,29,56,"MULTIPOLYGON(((21.76452833040397 69.81796593303488,21.778917360013804 69.86248998090863,21.90810629273665 69.85747399682066,21.893448312604537 69.81296194590057,21.76452833040397 69.81796593303488)))"
27650007760000,111,58,53,44.7,"MULTIPOLYGON(((21.893448312604537 69.81296194590057,21.90810629273665 69.85747399682066,22.037228857271757 69.85236397339715,22.02230236170971 69.80786413847748,21.893448312604537 69.81296194590057)))"
27700007760000,15,7,8,42.5,"MULTIPOLYGON(((22.02230236170971 69.80786413847748,22.037228857271757 69.85236397339715,22.166283872812233 69.8471599945246,22.15108930434098 69.80267259412922,22.02230236170971 69.80786413847748)))"
28500007760000,2,2,0,0,"MULTIPOLYGON(((24.074055043005295 69.7136120664959,24.093212684877205 69.75788710750294,24.221029680713222 69.75119242033148,24.20161202046387 69.7069332322982,24.074055043005295 69.7136120664959)))"
29200007760000,2,1,1,0,"MULTIPOLYGON(((25.85159493160374 69.61176780416518,25.874339352793942 69.65580219174285,26.000840185425776 69.64782555478567,25.97784419258045 69.60380987407127,25.85159493160374 69.61176780416518)))"
30650007760000,11,4,7,43,"MULTIPOLYGON(((29.468093837274548 69.34474849962857,29.497850353034185 69.3881627693506,29.620998158354308 69.3776127783848,29.591011048304242 69.33422263812791,29.468093837274548 69.34474849962857)))"
30700007760000,32,15,17,47.3,"MULTIPOLYGON(((29.591011048304242 69.33422263812791,29.620998158354308 69.3776127783848,29.7440165593243 69.36697627818106,29.71379964898551 69.32361044141878,29.591011048304242 69.33422263812791)))"
26400007765000,6,4,2,66.7,"MULTIPOLYGON(((18.66160455470841 69.95446980868236,18.66946400535805 69.99921424713169,18.800160877022325 69.99646985448994,18.79202310312974 69.95173205060422,18.66160455470841 69.95446980868236)))"
26550007765000,45,19,26,51.2,"MULTIPOLYGON(((19.052747852132565 69.945969776893,19.061441519758475 69.9906936224365,19.19202276772265 69.98766187997035,19.183051546189354 69.94294535758944,19.052747852132565 69.945969776893)))"
26600007765000,5,4,1,63.4,"MULTIPOLYGON(((19.183051546189354 69.94294535758944,19.19202276772265 69.98766187997035,19.322562955244972 69.98453445380535,19.313314452789427 69.93982548348754,19.183051546189354 69.94294535758944)))"
26650007765000,4,2,2,0,"MULTIPOLYGON(((19.313314452789427 69.93982548348754,19.322562955244972 69.98453445380535,19.45306082672939 69.98131139635444,19.443535324562475 69.93661020666761,19.313314452789427 69.93982548348754)))"
26700007765000,98,52,46,44.6,"MULTIPOLYGON(((19.443535324562475 69.93661020666761,19.45306082672939 69.98131139635444,19.583515129093293 69.97799276159988,19.57371291662391 69.93329958076953,19.443535324562475 69.93661020666761)))"
26750007765000,611,309,302,44.8,"MULTIPOLYGON(((19.57371291662391 69.93329958076953,19.583515129093293 69.97799276159988,19.71392461183928 69.97457860508946,19.703845986645888 69.92989366098898,19.57371291662391 69.93329958076953)))"
26800007765000,13,6,7,64.8,"MULTIPOLYGON(((19.703845986645888 69.92989366098898,19.71392461183928 69.97457860508946,19.84428802712661 69.97106898393241,19.833933294927974 69.92639250407339,19.703845986645888 69.92989366098898)))"
26850007765000,2,1,1,0,"MULTIPOLYGON(((19.833933294927974 69.92639250407339,19.84428802712661 69.97106898393241,19.97460412984225 69.96746395679534,19.963973604467427 69.92279616831797,19.833933294927974 69.92639250407339)))"
26950007765000,89,46,43,54.1,"MULTIPOLYGON(((20.09396568102909 69.91910471356154,20.104871677671518 69.96376358389809,20.235089431168305 69.95996792700927,20.22390829321487 69.91531820118213,20.09396568102909 69.91910471356154)))"
27150007765000,2,1,1,0,"MULTIPOLYGON(((20.61342707353935 69.90338895508442,20.62543157569424 69.94800989321936,20.755437817205753 69.9438337488711,20.743159573390365 69.89922285662527,20.61342707353935 69.90338895508442)))"
27200007765000,8,3,5,68.4,"MULTIPOLYGON(((20.743159573390365 69.89922285662527,20.755437817205753 69.9438337488711,20.88538811261101 69.93956265244904,20.872836496833397 69.89496203036673,20.743159573390365 69.89922285662527)))"
27250007765000,60,31,29,50.6,"MULTIPOLYGON(((20.872836496833397 69.89496203036673,20.88538811261101 69.93956265244904,21.01528124112603 69.93519667491853,21.00245663092805 69.89060654682727,20.872836496833397 69.89496203036673)))"
27350007765000,38,21,17,51.9,"MULTIPOLYGON(((21.132018766045313 69.88615647803208,21.145115985314742 69.9307358887606,21.27489113115561 69.92618036796698,21.26152169593341 69.88161189750767,21.132018766045313 69.88615647803208)))"
27400007765000,185,100,85,45.4,"MULTIPOLYGON(((21.26152169593341 69.88161189750767,21.27489113115561 69.92618036796698,21.40460546810774 69.92153018803472,21.390964217783285 69.87697288027695,21.26152169593341 69.88161189750767)))"
27450007765000,28,16,12,51.3,"MULTIPOLYGON(((21.390964217783285 69.87697288027695,21.40460546810774 69.92153018803472,21.534257789176497 69.9167854259609,21.520345132293524 69.87223950285383,21.390964217783285 69.87697288027695)))"
27500007765000,1,1,0,0,"MULTIPOLYGON(((21.520345132293524 69.87223950285383,21.534257789176497 69.9167854259609,21.663846890978633 69.91194616023724,21.649663243734803 69.86741184323783,21.520345132293524 69.87223950285383)))"
27550007765000,1,1,0,0,"MULTIPOLYGON(((21.649663243734803 69.86741184323783,21.663846890978633 69.91194616023724,21.793371573806862 69.90701247084452,21.778917360013804 69.86248998090863,21.649663243734803 69.86741184323783)))"
27600007765000,20,8,12,41.1,"MULTIPOLYGON(((21.778917360013804 69.86248998090863,21.793371573806862 69.90701247084452,21.922830641693945 69.90198443924702,21.90810629273665 69.85747399682066,21.778917360013804 69.86248998090863)))"
27650007765000,68,29,39,52.7,"MULTIPOLYGON(((21.90810629273665 69.85747399682066,21.922830641693945 69.90198443924702,22.052222902476196 69.8968621483867,22.037228857271757 69.85236397339715,21.90810629273665 69.85747399682066)))"
28200007765000,3,2,1,0,"MULTIPOLYGON(((23.32454644658927 69.79611074736256,23.342211687513355 69.84047427225482,23.470791537094787 69.83432102031394,23.452861912708784 69.78997214537479,23.32454644658927 69.79611074736256)))"
28250007765000,58,30,28,31.2,"MULTIPOLYGON(((23.452861912708784 69.78997214537479,23.470791537094787 69.83432102031394,23.59929059265064 69.82807461747316,23.581097110663045 69.78374060552797,23.452861912708784 69.78997214537479)))"
29200007765000,11,4,7,57.5,"MULTIPOLYGON(((25.874339352793942 69.65580219174285,25.897184684087048 69.69983299146462,26.0239381229163 69.6918375714521,26.000840185425776 69.64782555478567,25.874339352793942 69.65580219174285)))"
30700007765000,69,34,35,48.5,"MULTIPOLYGON(((29.620998158354308 69.3776127783848,29.65111467382259 69.42099676386655,29.774363729527995 69.4103358656232,29.7440165593243 69.36697627818106,29.620998158354308 69.3776127783848)))"
30750007765000,6,2,4,46.2,"MULTIPOLYGON(((29.7440165593243 69.36697627818106,29.774363729527995 69.4103358656232,29.89748172193623 69.39958844377979,29.86690470150091 69.35625342800306,29.7440165593243 69.36697627818106)))"
26350007770000,9,6,3,54.2,"MULTIPOLYGON(((18.538731119321195 70.00186276219044,18.54634675455232 70.04661301117729,18.67735947073845 70.04395806420708,18.66946400535805 69.99921424713169,18.538731119321195 70.00186276219044)))"
26400007770000,23,12,11,43.3,"MULTIPOLYGON(((18.66946400535805 69.99921424713169,18.67735947073845 70.04395806420708,18.80833593058223 70.04120700854641,18.800160877022325 69.99646985448994,18.66946400535805 69.99921424713169)))"
26500007770000,6,5,1,65,"MULTIPOLYGON(((18.93082046938972 69.99362963036403,18.93927486075706 70.03835989058983,19.07017499018377 70.03541675832571,19.061441519758475 69.9906936224365,18.93082046938972 69.99362963036403)))"
26550007770000,11,6,5,63.3,"MULTIPOLYGON(((19.061441519758475 69.9906936224365,19.07017499018377 70.03541675832571,19.201035050104686 70.0323776613327,19.19202276772265 69.98766187997035,19.061441519758475 69.9906936224365)))"
26600007770000,19,10,9,47.5,"MULTIPOLYGON(((19.19202276772265 69.98766187997035,19.201035050104686 70.0323776613327,19.331853774157327 70.02924265077628,19.322562955244972 69.98453445380535,19.19202276772265 69.98766187997035)))"
26650007770000,94,48,46,47.3,"MULTIPOLYGON(((19.322562955244972 69.98453445380535,19.331853774157327 70.02924265077628,19.462629898447716 70.02601177940491,19.45306082672939 69.98131139635444,19.322562955244972 69.98453445380535)))"
26700007770000,65,36,29,49.9,"MULTIPOLYGON(((19.45306082672939 69.98131139635444,19.462629898447716 70.02601177940491,19.593362161623382 70.02268510154624,19.583515129093293 69.97799276159988,19.45306082672939 69.98131139635444)))"
26750007770000,34,18,16,48.4,"MULTIPOLYGON(((19.583515129093293 69.97799276159988,19.593362161623382 70.02268510154624,19.72404930494595 70.01926267310328,19.71392461183928 69.97457860508946,19.583515129093293 69.97799276159988)))"
26800007770000,3,2,1,0,"MULTIPOLYGON(((19.71392461183928 69.97457860508946,19.72404930494595 70.01926267310328,19.854690072363333 70.0157445515502,19.84428802712661 69.97106898393241,19.71392461183928 69.97457860508946)))"
26850007770000,49,31,18,57.2,"MULTIPOLYGON(((19.84428802712661 69.97106898393241,19.854690072363333 70.0157445515502,19.98528321058156 70.01213079592831,19.97460412984225 69.96746395679534,19.84428802712661 69.97106898393241)))"
27150007770000,7,3,4,80.3,"MULTIPOLYGON(((20.62543157569424 69.94800989321936,20.63749080042615 69.99262968238413,20.76777200767422 69.9884434494247,20.755437817205753 69.9438337488711,20.62543157569424 69.94800989321936)))"
27250007770000,11,6,5,52.8,"MULTIPOLYGON(((20.88538811261101 69.93956265244904,20.89799689583687 69.98416203919346,21.028164236219414 69.97978552310646,21.01528124112603 69.93519667491853,20.88538811261101 69.93956265244904)))"
27350007770000,8,3,5,51.5,"MULTIPOLYGON(((21.145115985314742 69.9307358887606,21.158272803512144 69.97531397410468,21.288321375857617 69.97074746664897,21.27489113115561 69.92618036796698,21.145115985314742 69.9307358887606)))"
27600007770000,12,7,5,40.8,"MULTIPOLYGON(((21.793371573806862 69.90701247084452,21.807891403175017 69.95153339439783,21.93762179840051 69.94649326440255,21.922830641693945 69.90198443924702,21.793371573806862 69.90701247084452)))"
27650007770000,378,184,194,44.5,"MULTIPOLYGON(((21.922830641693945 69.90198443924702,21.93762179840051 69.94649326440255,22.067284943737434 69.94135865433128,22.052222902476196 69.8968621483867,21.922830641693945 69.90198443924702)))"
27700007770000,54,25,29,38.2,"MULTIPOLYGON(((22.052222902476196 69.8968621483867,22.067284943737434 69.94135865433128,22.196879643336004 69.93612964912991,22.181547167856515 69.89164568267756,22.052222902476196 69.8968621483867)))"
28000007770000,7,2,5,37.6,"MULTIPOLYGON(((22.82710725181019 69.86415378817136,22.843784882042723 69.90857177217072,22.972944021146837 69.90277826221079,22.955998814864063 69.85837412773527,22.82710725181019 69.86415378817136)))"
28050007770000,35,17,18,42.2,"MULTIPOLYGON(((22.955998814864063 69.85837412773527,22.972944021146837 69.90277826221079,23.10202645824307 69.89689099269002,23.08481417787411 69.85250092405494,22.955998814864063 69.85837412773527)))"
28100007770000,194,111,83,39.8,"MULTIPOLYGON(((23.08481417787411 69.85250092405494,23.10202645824307 69.89689099269002,23.231031030976254 69.89091006017779,23.21355218567602 69.84653427309979,23.08481417787411 69.85250092405494)))"
28150007770000,71,41,30,41.8,"MULTIPOLYGON(((23.21355218567602 69.84653427309979,23.231031030976254 69.89091006017779,23.359956581446966 69.88483556266723,23.342211687513355 69.84047427225482,23.21355218567602 69.84653427309979)))"
28200007770000,6,3,3,72,"MULTIPOLYGON(((23.342211687513355 69.84047427225482,23.359956581446966 69.88483556266723,23.488801956269327 69.87866759956856,23.470791537094787 69.83432102031394,23.342211687513355 69.84047427225482)))"
28350007770000,2,2,0,0,"MULTIPOLYGON(((23.72770771698882 69.82173516532387,23.746247588335073 69.86605168129172,23.874845561885124 69.85960393195711,23.85604177755013 69.81530276684569,23.72770771698882 69.82173516532387)))"
28850007770000,3,1,2,0,"MULTIPOLYGON(((25.007125942915074 69.75324626546707,25.028279326383984 69.7973998155379,25.155979614444647 69.79002647806703,25.134568132446557 69.74589036790701,25.007125942915074 69.75324626546707)))"
29200007770000,1,1,0,0,"MULTIPOLYGON(((25.897184684087048 69.69983299146462,25.92013157431452 69.74386018181964,26.047138659806556 69.73584590208071,26.0239381229163 69.6918375714521,25.897184684087048 69.69983299146462)))"
30750007770000,52,26,26,49.5,"MULTIPOLYGON(((29.774363729527995 69.4103358656232,29.804841964110935 69.45368916599999,29.928190658798584 69.44291707687961,29.89748172193623 69.39958844377979,29.774363729527995 69.4103358656232)))"
30800007770000,25,13,12,39.6,"MULTIPOLYGON(((29.89748172193623 69.39958844377979,29.928190658798584 69.44291707687961,30.05140662309836 69.43205845210824,30.0204677990028 69.38875465949137,29.89748172193623 69.39958844377979)))"
26450007775000,20,13,7,64.9,"MULTIPOLYGON(((18.80833593058223 70.04120700854641,18.81654851418568 70.08594351035102,18.947768053259445 70.08308946893847,18.93927486075706 70.03835989058983,18.80833593058223 70.04120700854641)))"
26500007775000,25,15,10,51.9,"MULTIPOLYGON(((18.93927486075706 70.03835989058983,18.947768053259445 70.08308946893847,19.078948530514058 70.08013918173634,19.07017499018377 70.03541675832571,18.93927486075706 70.03835989058983)))"
26600007775000,20,12,8,50.1,"MULTIPOLYGON(((19.201035050104686 70.0323776613327,19.210088668766435 70.07709269864185,19.34118719325552 70.07395007114896,19.331853774157327 70.02924265077628,19.201035050104686 70.0323776613327)))"
26800007775000,5,3,2,59.6,"MULTIPOLYGON(((19.72404930494595 70.01926267310328,19.734220374417507 70.0639458610913,19.86513974727081 70.06041920274595,19.854690072363333 70.0157445515502,19.72404930494595 70.01926267310328)))"
26850007775000,53,31,22,50,"MULTIPOLYGON(((19.854690072363333 70.0157445515502,19.86513974727081 70.06041920274595,19.996011171467902 70.05679668128819,19.98528321058156 70.01213079592831,19.854690072363333 70.0157445515502)))"
27100007775000,7,4,3,67.7,"MULTIPOLYGON(((20.50715450610448 69.9967206681859,20.518992252410627 70.04134920766622,20.649605112773138 70.03724831681983,20.63749080042615 69.99262968238413,20.50715450610448 69.9967206681859)))"
27250007775000,539,276,263,37.7,"MULTIPOLYGON(((20.89799689583687 69.98416203919346,20.910663227407 70.02876018426717,21.041106004978012 70.02437308476259,21.028164236219414 69.97978552310646,20.89799689583687 69.98416203919346)))"
27450007775000,1,1,0,0,"MULTIPOLYGON(((21.418308734917474 69.96608607671466,21.43207443037432 70.01064053876667,21.562273182460803 70.00587286246122,21.548233665938763 69.96132988178628,21.418308734917474 69.96608607671466)))"
27500007775000,17,9,8,59.3,"MULTIPOLYGON(((21.548233665938763 69.96132988178628,21.562273182460803 70.00587286246122,21.69240787181668 70.00101023688894,21.678094957819717 69.95647896085194,21.548233665938763 69.96132988178628)))"
27550007775000,3,2,1,0,"MULTIPOLYGON(((21.678094957819717 69.95647896085194,21.69240787181668 70.00101023688894,21.822477283313884 69.99605274304581,21.807891403175017 69.95153339439783,21.678094957819717 69.95647896085194)))"
27600007775000,4,1,3,0,"MULTIPOLYGON(((21.807891403175017 69.95153339439783,21.822477283313884 69.99605274304581,21.952480205647177 69.99100046342919,21.93762179840051 69.94649326440255,21.807891403175017 69.95153339439783)))"
27650007775000,118,64,54,47.8,"MULTIPOLYGON(((21.93762179840051 69.94649326440255,21.952480205647177 69.99100046342919,22.08241543139904 69.98585348203196,22.067284943737434 69.94135865433128,21.93762179840051 69.94649326440255)))"
28050007775000,192,94,98,42.7,"MULTIPOLYGON(((22.972944021146837 69.90277826221079,22.989965930170396 69.94718032907292,23.11931660371774 69.94127893463667,23.10202645824307 69.89689099269002,22.972944021146837 69.90277826221079)))"
28100007775000,234,121,113,36,"MULTIPOLYGON(((23.10202645824307 69.89689099269002,23.11931660371774 69.94127893463667,23.248588899291228 69.93528366064469,23.231031030976254 69.89091006017779,23.10202645824307 69.89689099269002)))"
28150007775000,480,237,243,36,"MULTIPOLYGON(((23.231031030976254 69.89091006017779,23.248588899291228 69.93528366064469,23.377781651790723 69.9291946057035,23.359956581446966 69.88483556266723,23.231031030976254 69.89091006017779)))"
28200007775000,278,138,140,34.9,"MULTIPOLYGON(((23.359956581446966 69.88483556266723,23.377781651790723 69.9291946057035,23.506893700678678 69.92301186984484,23.488801956269327 69.87866759956856,23.359956581446966 69.88483556266723)))"
28250007775000,182,91,91,27.5,"MULTIPOLYGON(((23.488801956269327 69.87866759956856,23.506893700678678 69.92301186984484,23.635923890037777 69.91673555451878,23.617566006628078 69.87240627170218,23.488801956269327 69.87866759956856)))"
28300007775000,1,1,0,0,"MULTIPOLYGON(((23.617566006628078 69.87240627170218,23.635923890037777 69.91673555451878,23.76487106862799 69.91036576258665,23.746247588335073 69.86605168129172,23.617566006628078 69.87240627170218)))"
28850007775000,39,17,22,56,"MULTIPOLYGON(((25.028279326383984 69.7973998155379,25.049527444558798 69.84155025409964,25.17748691565228 69.83415940473763,25.155979614444647 69.79002647806703,25.028279326383984 69.7973998155379)))"
28900007775000,2,1,1,0,"MULTIPOLYGON(((25.155979614444647 69.79002647806703,25.17748691565228 69.83415940473763,25.305349945777817 69.82667642053174,25.283584084179314 69.7825612115623,25.155979614444647 69.79002647806703)))"
29250007775000,12,7,5,44.5,"MULTIPOLYGON(((26.047138659806556 69.73584590208071,26.07044245640873 69.779850524489,26.197600310300132 69.77172604390037,26.174042486522634 69.72774055889285,26.047138659806556 69.73584590208071)))"
30800007775000,179,92,87,43.6,"MULTIPOLYGON(((29.928190658798584 69.44291707687961,29.959032327144822 69.48623928867606,30.082479028199693 69.47535572674329,30.05140662309836 69.43205845210824,29.928190658798584 69.44291707687961)))"
30850007775000,7,4,3,59,"MULTIPOLYGON(((30.05140662309836 69.43205845210824,30.082479028199693 69.47535572674329,30.205791323720355 69.46438561944127,30.17448900749155 69.42111345473735,30.05140662309836 69.43205845210824)))"
26750007780000,17,10,7,65.6,"MULTIPOLYGON(((19.603254314454308 70.06737659690498,19.613191890512613 70.11206724393593,19.74443813146379 70.10862816507576,19.734220374417507 70.0639458610913,19.603254314454308 70.06737659690498)))"
26850007780000,212,103,109,44.3,"MULTIPOLYGON(((19.86513974727081 70.06041920274595,19.875637371311356 70.10509293329804,20.00678834018448 70.10146160840335,19.996011171467902 70.05679668128819,19.86513974727081 70.06041920274595)))"
26900007780000,41,23,18,50.9,"MULTIPOLYGON(((19.996011171467902 70.05679668128819,20.00678834018448 70.10146160840335,20.13788977110545 70.09773425177472,20.12683338832359 70.05307835770991,19.996011171467902 70.05679668128819)))"
27050007780000,9,6,3,66.9,"MULTIPOLYGON(((20.388325180005562 70.04535455599569,20.399938966080445 70.0899916967328,20.530884211295252 70.08597662895704,20.518992252410627 70.04134920766622,20.388325180005562 70.04535455599569)))"
27100007780000,78,43,35,55,"MULTIPOLYGON(((20.518992252410627 70.04134920766622,20.530884211295252 70.08597662895704,20.661774881022307 70.08186579071281,20.649605112773138 70.03724831681983,20.518992252410627 70.04134920766622)))"
27150007780000,11,5,6,54.9,"MULTIPOLYGON(((20.649605112773138 70.03724831681983,20.661774881022307 70.08186579071281,20.792609723828576 70.0776592512263,20.780162517780983 70.03305195224313,20.649605112773138 70.03724831681983)))"
27200007780000,11,8,3,54.5,"MULTIPOLYGON(((20.780162517780983 70.03305195224313,20.792609723828576 70.0776592512263,20.923387491602565 70.07335708127766,20.910663227407 70.02876018426717,20.780162517780983 70.03305195224313)))"
27250007780000,1927,967,960,42.2,"MULTIPOLYGON(((20.910663227407 70.02876018426717,20.923387491602565 70.07335708127766,21.054106939624067 70.06895935319609,21.041106004978012 70.02437308476259,20.910663227407 70.02876018426717)))"
27650007780000,43,26,17,56.2,"MULTIPOLYGON(((21.952480205647177 69.99100046342919,21.967406310133946 70.035506027387,22.097614819776886 70.03034662220512,22.08241543139904 69.98585348203196,21.952480205647177 69.99100046342919)))"
27700007780000,2,1,1,0,"MULTIPOLYGON(((22.08241543139904 69.98585348203196,22.097614819776886 70.03034662220512,22.227753971048482 70.0250923786648,22.212281757103973 69.98061188433661,22.08241543139904 69.98585348203196)))"
27750007780000,39,24,15,41.6,"MULTIPOLYGON(((22.212281757103973 69.98061188433661,22.227753971048482 70.0250923786648,22.357822556863713 70.01974338428214,22.34207798331221 69.97527575730918,22.212281757103973 69.98061188433661)))"
28050007780000,113,59,54,42,"MULTIPOLYGON(((22.989965930170396 69.94718032907292,23.00706504830431 69.99158031648174,23.136685127916994 69.98566473766896,23.11931660371774 69.94127893463667,22.989965930170396 69.94718032907292)))"
28100007780000,6620,3286,3334,39.2,"MULTIPOLYGON(((23.11931660371774 69.94127893463667,23.136685127916994 69.98566473766896,23.266226311440636 69.97965506188353,23.248588899291228 69.93528366064469,23.11931660371774 69.94127893463667)))"
28150007780000,7585,3801,3784,38.8,"MULTIPOLYGON(((23.248588899291228 69.93528366064469,23.266226311440636 69.97965506188353,23.395687426516087 69.97355138835063,23.377781651790723 69.9291946057035,23.248588899291228 69.93528366064469)))"
28200007780000,2778,1421,1357,32,"MULTIPOLYGON(((23.377781651790723 69.9291946057035,23.395687426516087 69.97355138835063,23.525067305396444 69.96735381772883,23.506893700678678 69.92301186984484,23.377781651790723 69.9291946057035)))"
28250007780000,15,8,7,46.5,"MULTIPOLYGON(((23.506893700678678 69.92301186984484,23.525067305396444 69.96735381772883,23.65436478500533 69.96106245210322,23.635923890037777 69.91673555451878,23.506893700678678 69.92301186984484)))"
28850007780000,4,2,2,0,"MULTIPOLYGON(((25.049527444558798 69.84155025409964,25.07087091367985 69.88569756256364,25.1990906587208 69.87828912887043,25.17748691565228 69.83415940473763,25.049527444558798 69.84155025409964)))"
30750007780000,17,9,8,54.5,"MULTIPOLYGON(((29.83545207407982 69.49703614124962,29.866194876997707 69.54037675299064,29.990007548607966 69.52955504021882,29.959032327144822 69.48623928867606,29.83545207407982 69.49703614124962)))"
30800007780000,87,43,44,39.1,"MULTIPOLYGON(((29.959032327144822 69.48623928867606,29.990007548607966 69.52955504021882,30.113685839945205 69.51864644387571,30.082479028199693 69.47535572674329,29.959032327144822 69.48623928867606)))"
30850007780000,18,8,10,40,"MULTIPOLYGON(((30.082479028199693 69.47535572674329,30.113685839945205 69.51864644387571,30.237228893460795 69.50765112889697,30.205791323720355 69.46438561944127,30.082479028199693 69.47535572674329)))"
26500007785000,2,1,1,0,"MULTIPOLYGON(((18.956300307972246 70.12781836276287,18.964871888318488 70.1725465693889,19.096616901315482 70.16958187968139,19.08776241025027 70.12486088981552,18.956300307972246 70.12781836276287)))"
26750007785000,94,47,47,47.4,"MULTIPOLYGON(((19.613191890512613 70.11206724393593,19.62317519544134 70.15675703886211,19.754702890083713 70.15330958103995,19.74443813146379 70.10862816507576,19.613191890512613 70.11206724393593)))"
26850007785000,92,45,47,45.3,"MULTIPOLYGON(((19.875637371311356 70.10509293329804,19.886183266808544 70.1497657389438,20.017615047347505 70.14612557275883,20.00678834018448 70.10146160840335,19.875637371311356 70.10509293329804)))"
26900007785000,6,3,3,74,"MULTIPOLYGON(((20.00678834018448 70.10146160840335,20.017615047347505 70.14612557275883,20.148996956357827 70.14238914426265,20.13788977110545 70.09773425177472,20.00678834018448 70.10146160840335)))"
27150007785000,41,24,17,47.1,"MULTIPOLYGON(((20.661774881022307 70.08186579071281,20.67400047674586 70.12648209819416,20.805114005473676 70.12226534021626,20.792609723828576 70.0776592512263,20.661774881022307 70.08186579071281)))"
27200007785000,4,1,3,0,"MULTIPOLYGON(((20.792609723828576 70.0776592512263,20.805114005473676 70.12226534021626,20.936170076127393 70.11795272377202,20.923387491602565 70.07335708127766,20.792609723828576 70.0776592512263)))"
27550007785000,9,4,5,61.9,"MULTIPOLYGON(((21.70678606430949 70.04553998007921,21.72122997046115 70.0900681820768,21.851848955956324 70.08508668113917,21.837129653264626 70.04057050818676,21.70678606430949 70.04553998007921)))"
27600007785000,23,14,9,44.9,"MULTIPOLYGON(((21.837129653264626 70.04057050818676,21.851848955956324 70.08508668113917,21.982400562513035 70.0800099472533,21.967406310133946 70.035506027387,21.837129653264626 70.04057050818676)))"
27650007785000,39,24,15,45.2,"MULTIPOLYGON(((21.967406310133946 70.035506027387,21.982400562513035 70.0800099472533,22.11288356720275 70.07483806548132,22.097614819776886 70.03034662220512,21.967406310133946 70.035506027387)))"
27700007785000,19,10,9,56.7,"MULTIPOLYGON(((22.097614819776886 70.03034662220512,22.11288356720275 70.07483806548132,22.243296751136654 70.06957112239277,22.227753971048482 70.0250923786648,22.097614819776886 70.03034662220512)))"
27750007785000,65,35,30,43.1,"MULTIPOLYGON(((22.227753971048482 70.0250923786648,22.243296751136654 70.06957112239277,22.373638899530683 70.06420920605864,22.357822556863713 70.01974338428214,22.227753971048482 70.0250923786648)))"
27800007785000,5,3,2,49.2,"MULTIPOLYGON(((22.357822556863713 70.01974338428214,22.373638899530683 70.06420920605864,22.50390880176998 70.05875240604506,22.48781937426131 70.01429972805956,22.357822556863713 70.01974338428214)))"
28000007785000,204,105,99,39.1,"MULTIPOLYGON(((22.877367249515157 69.99740170053711,22.8942729892857 70.04181362188142,23.02424188636369 70.03597821248931,23.00706504830431 69.99158031648174,22.877367249515157 69.99740170053711)))"
28050007785000,21,13,8,55.4,"MULTIPOLYGON(((23.00706504830431 69.99158031648174,23.02424188636369 70.03597821248931,23.1541325489642 70.03004838944966,23.136685127916994 69.98566473766896,23.00706504830431 69.99158031648174)))"
28150007785000,600,311,289,37.3,"MULTIPOLYGON(((23.266226311440636 69.97965506188353,23.28394379280698 70.02402425116274,23.41367443821497 70.0179058974776,23.395687426516087 69.97355138835063,23.266226311440636 69.97965506188353)))"
28200007785000,232,119,113,38.5,"MULTIPOLYGON(((23.395687426516087 69.97355138835063,23.41367443821497 70.0179058974776,23.543323310173715 70.01169342968508,23.525067305396444 69.96735381772883,23.395687426516087 69.97355138835063)))"
28800007785000,43,32,11,24.5,"MULTIPOLYGON(((24.94255519703707 69.89301353488447,24.96373264042632 69.93717514365358,25.092310355297105 69.92984172217591,25.07087091367985 69.88569756256364,24.94255519703707 69.89301353488447)))"
